Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,Back To You (From 13 Reasons Why – Season 2 Soundtrack),2018,207904,4,0.6,0.725,6,-4.866,1,0.0487,0.0933,0.00000187,0.12,0.506,102.056,70
Bad Liar,Selena Gomez,Bad Liar,2017,214647,4,0.965,0.414,1,-6.408,1,0.0712,0.189,0,0.0767,0.729,121.032,64
Come & Get It,Selena Gomez,Stars Dance (Bonus Track Version),2013,231986,4,0.545,0.787,7,-4.095,0,0.0521,0.00999,0.000201,0.0809,0.574,80.158,69
Good For You,Selena Gomez,Revival (Deluxe),2015,221280,4,0.609,0.674,5,-6.484,0,0.0502,0.179,0,0.069,0.228,88.945,62
Hands To Myself,Selena Gomez,Revival (Deluxe),2016,200680,4,0.811,0.507,5,-7.161,0,0.117,0.0146,0.00000214,0.342,0.438,111.016,63
Lose You To Love Me,Selena Gomez,Rare,2019,206458,4,0.516,0.342,4,-8.985,1,0.0425,0.55,0,0.21,0.0993,102.819,76
Rare,Selena Gomez,Rare,2020,220589,4,0.838,0.541,5,-6.746,1,0.0708,0.207,0.0000797,0.103,0.637,114.996,58
The Heart Wants What It Wants,Selena Gomez,The Heart Wants What It Wants,2014,227373,4,0.616,0.789,7,-4.874,0,0.0377,0.053,0,0.142,0.621,83.066,69
Wolves,Selena Gomez,Wolves,2017,197993,4,0.725,0.804,11,-4.614,0,0.0422,0.124,0,0.204,0.31,124.996,76
Can't Remember to Forget You (feat. Rihanna),Shakira,Shakira. (Expanded Edition) [Spanish Version],2014,206866,4,0.694,0.81,11,-3.556,0,0.0661,0.122,0,0.141,0.824,137.968,74
Empire,Shakira,Shakira. (Expanded Edition),2014,239333,4,0.541,0.628,0,-4.682,0,0.0603,0.733,0,0.056,0.364,80.027,45
Hips Don't Lie (feat. Wyclef Jean),Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",2006,218093,4,0.778,0.824,10,-5.892,0,0.0707,0.284,0,0.405,0.758,100.024,87
La Tortura (feat. Alejandro Sanz),Shakira,"Fijación Oral, Vol. 1",2005,212893,4,0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,75
Loca (feat. El Cata),Shakira,Sale el Sol,2010,183693,4,0.8,0.692,9,-5.57,0,0.0614,0.342,0.00000192,0.0554,0.917,112.002,69
She Wolf,Shakira,She Wolf (Expanded Edition),2009,188866,4,0.865,0.69,7,-7.448,1,0.0443,0.285,0.0162,0.225,0.867,121.983,70
Underneath Your Clothes,Shakira,Laundry Service,2002,224066,4,0.616,0.597,8,-5.328,1,0.0415,0.691,0,0.104,0.362,165.508,60
Waka Waka,Shakira,Summer Classics,2010,202466,4,0.764,0.887,11,-6.088,0,0.176,0.00987,0,0.0585,0.816,126.974,74
"Whenever, Wherever",Shakira,Laundry Service,2001,196160,4,0.794,0.832,1,-4.862,0,0.0407,0.237,0.0000114,0.203,0.871,107.657,76
Evangeline,Stephen Sanchez,Angel Face,2022,177677,4,0.445,0.549,3,-7.134,1,0.0307,0.0703,0,0.176,0.218,109.25,66
Hey Girl,Stephen Sanchez,Easy On My Eyes,2022,185906,4,0.389,0.505,6,-7.777,0,0.037,0.538,0.00403,0.216,0.244,121.775,62
High,Stephen Sanchez,Angel Face,2023,161567,4,0.432,0.714,6,-7.933,0,0.0384,0.0876,0.000788,0.27,0.322,176.009,75
Until I Found You,Stephen Sanchez,Until I Found You,2021,177720,3,0.539,0.508,10,-6.05,1,0.0288,0.727,0,0.174,0.227,101.358,78
Bad Habit,Steve Lacy,Gemini Rights,2022,232066,4,0.686,0.494,1,-7.093,1,0.0355,0.613,0.000058,0.402,0.7,168.946,82
C U Girl,Steve Lacy,C U Girl,2022,129697,4,0.414,0.473,11,-8.911,0,0.116,0.663,0.0523,0.128,0.409,100,81
Dark Red,Steve Lacy,Dark Red,2017,173104,4,0.603,0.784,6,-4.023,1,0.062,0.446,0.00000832,0.119,0.769,172.041,86
Hate CD,Steve Lacy,Apollo XXI,2022,160182,4,0.824,0.716,0,-7.089,1,0.0526,0.000916,0.0148,0.299,0.771,107.997,49
N Side,Steve Lacy,Apollo XXI,2022,224444,4,0.838,0.535,11,-6.303,0,0.0432,0.0714,0.000302,0.208,0.894,119.946,70
Playground,Steve Lacy,Apollo XXI,2022,213797,4,0.482,0.788,7,-6.307,1,0.0432,0.115,0.00374,0.344,0.85,191.772,54
Ryd,Steve Lacy,Steve Lacy's Demo,2022,140182,4,0.788,0.939,9,-7.327,0,0.0544,0.0723,0.000181,0.133,0.98,137.002,68
Some,Steve Lacy,Some,2022,118393,4,0.784,0.554,7,-6.417,1,0.03,0.00548,0.254,0.0995,0.634,104.01,82
Broken Clocks,SZA,Ctrl,2017,231253,4,0.692,0.684,6,-7.364,1,0.155,0.131,0,0.156,0.406,112.912,82
Garden (Say It Like Dat),SZA,Ctrl,2017,208400,4,0.73,0.457,9,-7.26,1,0.283,0.0705,0,0.124,0.549,111.352,68
Good Days,SZA,Good Days,2020,279204,4,0.436,0.655,1,-8.37,0,0.0583,0.499,0.0000081,0.688,0.412,121.002,76
Hit Different,SZA,Hit Different,2020,202007,4,0.679,0.516,0,-6.371,0,0.0452,0.199,0,0.0965,0.716,120.074,68
I Hate U,SZA,SOS,2021,173906,5,0.533,0.417,7,-8.665,0,0.148,0.514,0,0.114,0.376,106.534,70
Kill Bill,SZA,SOS,2023,153946,4,0.644,0.728,8,-5.75,1,0.0351,0.0543,0.169,0.161,0.43,88.993,79
Love Galore (feat. Travis Scott),SZA,Ctrl,2017,275080,4,0.795,0.594,0,-6.2,1,0.0748,0.112,0,0.162,0.409,135.002,76
Snooze,SZA,SOS,2023,201800,4,0.559,0.551,5,-7.231,1,0.132,0.141,0,0.11,0.392,143.008,87
The Weekend,SZA,Ctrl,2017,272186,3,0.4,0.366,8,-9.405,0,0.0597,0.242,0,0.126,0.161,73.313,74
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),2021,613026,4,0.631,0.518,0,-8.771,1,0.0303,0.274,0,0.088,0.205,93.023,80
Anti-Hero,Taylor Swift,Midnights,2022,200690,4,0.633,0.648,4,-6.645,1,0.062,0.121,0.00000262,0.161,0.49,96.888,84
Bad Blood,Taylor Swift,1989,2015,211933,4,0.65,0.802,7,-6.114,1,0.181,0.0871,0.00000654,0.148,0.295,170.146,63
Blank Space,Taylor Swift,1989,2014,231826,4,0.753,0.678,5,-5.421,1,0.0644,0.085,0.00000164,0.13,0.583,96.006,70
cardigan,Taylor Swift,folklore,2020,239560,4,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,85
Delicate,Taylor Swift,reputation,2018,232253,4,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,81
Love Story,Taylor Swift,Fearless,2008,235266,4,0.618,0.741,2,-3.95,1,0.031,0.17,0,0.0822,0.296,118.984,65
Shake It Off,Taylor Swift,1989,2014,219200,4,0.647,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160.015,70
willow,Taylor Swift,evermore,2020,214706,4,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,76
You Belong With Me (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021,231124,4,0.632,0.773,6,-4.856,1,0.0346,0.0623,0,0.0885,0.474,130.033,81
After Hours,The Weeknd,After Hours,2020,361026,4,0.658,0.572,5,-6.099,0,0.0308,0.0811,0.0061,0.121,0.144,108.968,80
Blinding Lights,The Weeknd,After Hours,2019,200040,4,0.513,0.73,1,-5.94,1,0.0598,0.00143,0.0000954,0.0897,0.334,171.001,89
Can't Feel My Face,The Weeknd,Beauty Behind The Madness,2015,213520,4,0.705,0.769,9,-5.526,0,0.0425,0.113,0,0.105,0.583,107.949,81
Earned It (Fifty Shades Of Grey),The Weeknd,Beauty Behind The Madness,2015,277680,3,0.657,0.291,2,-8.275,0,0.0348,0.405,0,0.0771,0.405,119.782,72
Heartless,The Weeknd,After Hours,2019,198266,4,0.537,0.746,10,-5.507,0,0.15,0.0236,0.000001,0.156,0.252,170.083,77
In The Night,The Weeknd,Beauty Behind The Madness,2015,235653,3,0.505,0.68,7,-4.993,1,0.0714,0.0796,0,0.0465,0.539,168.022,72
Save Your Tears,The Weeknd,After Hours,2020,215626,4,0.679,0.825,0,-5.487,1,0.0309,0.0212,0.0000121,0.543,0.644,118.049,85
Starboy,The Weeknd,Starboy,2016,230453,4,0.679,0.587,7,-7.015,1,0.276,0.141,0.00000635,0.137,0.486,186.003,88
The Hills,The Weeknd,Beauty Behind The Madness,2015,242253,4,0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,85
back together,Toosii,Thank You For Believing,2023,192091,4,0.539,0.354,7,-11.112,1,0.447,0.37,0,0.126,0.214,170.094,32
Favorite Song,Toosii,NAUJOUR,2022,204000,4,0.814,0.38,2,-9.34,1,0.0494,0.274,0,0.098,0.434,116.029,66
Favorite Song (feat. Future) [Toxic Version],Toosii,Favorite Song (feat. Future) [Toxic Version],2022,208621,4,0.82,0.386,2,-8.508,1,0.0598,0.334,0,0.0991,0.381,116.014,48
Fuk You Mean,Toosii,Fuk You Mean,2022,176363,4,0.708,0.44,3,-10.852,0,0.0884,0.615,0,0.151,0.421,131.805,62
Love Cycle (with Summer Walker),Toosii,Poetic Pain,2021,215405,4,0.774,0.451,6,-8.942,0,0.239,0.0533,0,0.078,0.429,126.955,48
Poetic Pain,Toosii,Poetic Pain,2020,205657,4,0.785,0.632,8,-6.448,0,0.234,0.0312,0,0.11,0.334,73.534,44
Red Lights,Toosii,Platinum Heart,2023,153569,4,0.611,0.693,8,-6.363,1,0.256,0.0049,0,0.0962,0.447,150.918,38
Shake the Frost (Live),Tyler Childers,Live on Red Barn Radio I & II,2020,175120,4,0.447,0.341,2,-9.769,1,0.0457,0.806,0.00000205,0.686,0.371,138.969,78
35’s,Tyler Hubbard,Tyler Hubbard,2023,174733,4,0.529,0.789,10,-5.511,1,0.0576,0.00398,0,0.291,0.453,139.853,49
5 Foot 9,Tyler Hubbard,5 Foot 9,2023,189780,4,0.602,0.796,5,-5.609,1,0.0465,0.146,0,0.125,0.53,106.005,67
Dancin’ In The Country,Tyler Hubbard,Tyler Hubbard,2023,179640,4,0.657,0.871,7,-4.614,1,0.0675,0.0031,0,0.102,0.532,114.974,72
Bandolero,Yng Lvcas,Six Jewels 23,2023,190243,4,0.8,0.503,10,-8.064,0,0.0612,0.054,0.000648,0.125,0.497,82.025,26
Esa Nena,Yng Lvcas,Esa Nena,2023,197647,4,0.808,0.571,0,-5.161,0,0.0656,0.345,0.00000448,0.0844,0.62,170.037,47
La Bebe,Yng Lvcas,LPM,2022,223992,4,0.775,0.465,7,-8.365,0,0.365,0.609,0.0000323,0.114,0.707,169.781,68
La Bebe - Remix,Yng Lvcas,La Bebe (Remix),2022,234352,4,0.812,0.479,2,-5.678,0,0.333,0.213,0.00000121,0.0756,0.559,169.922,84
Pégateme,Yng Lvcas,LPM,2023,153835,4,0.752,0.6,11,-9.687,0,0.0931,0.103,0.00551,0.0554,0.608,79.994,50
Perdonémonos,Yng Lvcas,Perdonémonos,2023,136421,4,0.887,0.589,5,-6.291,1,0.0602,0.107,0.00236,0.137,0.651,95.01,44
Perreo Porky,Yng Lvcas,Perreo Porky,2023,224842,4,0.887,0.598,6,-6.89,1,0.1,0.099,0.00179,0.101,0.768,95.01,54
VEN HDP,Yng Lvcas,Puerqueo EP,2023,154666,4,0.831,0.829,6,-5.887,1,0.0873,0.45,0.0014,0.0915,0.865,96.969,34
Chicken Fried,Zac Brown Band,The Foundation,2008,238146,4,0.566,0.713,6,-4.25,1,0.0418,0.645,0,0.114,0.805,169.861,78
Colder Weather,Zac Brown Band,You Get What You Give,2010,273893,4,0.667,0.381,3,-7.494,1,0.0294,0.455,0,0.116,0.199,135.975,69
Goodbye in Her Eyes,Zac Brown Band,Uncaged,2012,324266,4,0.411,0.558,3,-7.393,1,0.038,0.162,0.00000379,0.0879,0.379,81.274,54
Highway 20 Ride,Zac Brown Band,The Foundation,2008,229280,4,0.531,0.403,3,-7.195,1,0.0338,0.551,0.0000138,0.105,0.431,76.125,59
Homegrown,Zac Brown Band,JEKYLL + HYDE,2015,205000,4,0.712,0.807,6,-3.976,1,0.0297,0.0244,0.000122,0.0905,0.936,105.024,69
Jump Right In,Zac Brown Band,Uncaged,2013,180813,4,0.699,0.819,1,-5.111,1,0.058,0.0886,0,0.143,0.654,104.02,58
Knee Deep (feat. Jimmy Buffett),Zac Brown Band,You Get What You Give,2010,203173,4,0.715,0.584,8,-8.231,1,0.0296,0.432,0.00000141,0.095,0.609,90.99,75
Toes,Zac Brown Band,The Foundation,2008,262773,4,0.801,0.759,11,-5.398,1,0.0378,0.657,0,0.0897,0.821,129.971,73
Whatever It Is,Zac Brown Band,The Foundation,2009,208213,4,0.686,0.576,1,-6.633,1,0.0284,0.443,0.0000166,0.212,0.72,83.969,69
"Burn, Burn, Burn",Zach Bryan,"Burn, Burn, Burn",2022,268856,4,0.508,0.296,3,-10.513,1,0.0755,0.897,0.00005,0.11,0.134,82.532,82
Dawns (feat. Maggie Rogers),Zach Bryan,Dawns (feat. Maggie Rogers),2023,290892,4,0.447,0.441,0,-7.658,1,0.0456,0.874,0.0000436,0.188,0.286,122.811,78
God Speed,Zach Bryan,DeAnn,2022,253359,4,0.583,0.0819,0,-15.249,1,0.04,0.869,0,0.103,0.167,79.385,71
Heading South,Zach Bryan,Heading South,2020,171692,4,0.68,0.246,4,-14.112,1,0.058,0.783,0,0.106,0.388,110.23,86
I Remember Everything (feat. Kacey Musgraves),Zach Bryan,Zach Bryan,2022,227195,4,0.429,0.453,0,-7.746,1,0.0459,0.554,0.000002,0.102,0.155,77.639,89
If She Wants a Cowboy,Zach Bryan,American Heartbreak,2023,192293,4,0.553,0.823,7,-3.194,1,0.0689,0.0201,0,0.111,0.552,133.781,63
Letting Someone Go,Zach Bryan,DeAnn,2022,239761,4,0.543,0.117,0,-15.153,1,0.0389,0.811,0,0.147,0.395,83.607,65
Something in the Orange,Zach Bryan,Something in the Orange,2022,228013,3,0.369,0.192,4,-12.151,0,0.04,0.555,0.00000835,0.0954,0.148,175.212,87
Summertime Blues,Zach Bryan,Summertime Blues,2022,181239,4,0.552,0.411,1,-7.946,1,0.0434,0.794,0.0000035,0.248,0.501,78.095,67
